Date,Close,High,Low,Open,Volume
2021-01-01,396.46630859375,399.22997013852114,395.80026297594543,397.0329661527075,5530495
2021-01-04,390.7998046875,398.83233812151764,388.7022190396903,398.44461546344695,15707145
2021-01-05,389.6466979980469,390.57122552450386,384.7257747898574,389.5969736226494,16316150
2021-01-06,391.7640686035156,393.47396177034886,387.3899324650359,392.4599669988745,17262575
2021-01-07,388.185302734375,394.4681393481189,387.21105091428853,394.4681393481189,17096585
2021-01-08,391.8237609863281,392.8775292275837,386.9624836239216,392.0822124070472,16314485
2021-01-11,385.35205078125,391.06826021829306,384.8052647191118,389.69636509928466,14977605
2021-01-12,378.45281982421875,383.7514839208931,376.9417632568362,383.69183894706464,30177900
2021-01-13,374.20794677734375,379.95397886495874,373.1939214841983,379.95397886495874,27915650
2021-01-14,376.30548095703125,378.76096665253374,372.0108611405821,376.1762400775467,24018190
2021-01-15,370.58929443359375,378.5621526332674,368.6308702563194,376.6136793975471,13575820
2021-01-18,367.2192687988281,372.2495309334424,365.6087633562265,371.9015816648882,25023140
2021-01-19,375.18212890625,376.1762522103674,366.8811932492228,369.0384541679812,24027570
2021-01-20,374.5061340332031,375.7786106546949,371.6927784186597,375.7786106546949,15207240
2021-01-21,369.3764343261719,378.74108874027485,366.9805936402202,377.7668370282797,28344310
2021-01-22,363.4515075683594,372.7962611126011,362.75560907898756,367.8256442977664,21490875
2021-01-25,356.77099609375,371.2852032093762,352.9137926049637,366.8315196372721,33050690
2021-01-27,350.8658752441406,362.54682386317137,347.2174294330327,357.4867399743241,39461595
2021-01-28,342.5451354980469,350.8162501500474,338.2008207355194,344.1655616279396,30179620
2021-01-29,340.5766906738281,347.9133253304513,338.7972015088669,347.9133253304513,25703435
2021-02-01,358.1826477050781,359.83289618423186,337.21658890871566,343.9666952671919,24146050
2021-02-02,370.0723571777344,373.61143377337845,357.8943464956805,363.84913548013907,29356685
2021-02-03,368.2630615234375,374.4166875759327,361.8609046298504,371.8021382735276,21446975
2021-02-04,379.83465576171875,380.7492626395997,364.0480016356124,365.638574806858,48208370
2021-02-05,394.209716796875,397.3511505031188,380.38145612677306,380.7492769448991,81341680
2021-02-08,389.1296691894531,403.6140526967161,388.0063050261058,397.64931300169076,20107375
2021-02-09,387.5390930175781,392.67872409698833,385.2923948717333,389.6963540405555,11154615
2021-02-10,388.11572265625,390.2729534582965,385.123401495343,387.70812841911817,14304705
2021-02-11,389.89520263671875,394.6172887022,385.96840314170754,387.5490556788275,11233885
2021-02-12,387.9168701171875,392.67872953460477,386.9128261476195,389.6963594368736,8453765
2021-02-15,394.8558349609375,397.45048220505856,389.09985257370874,389.6963326198556,14652175
2021-02-16,401.55621337890625,407.39171223898336,397.25167288063204,397.64931612911414,27400915
2021-02-17,395.5517272949219,402.3217044192687,391.5155588582381,400.651554248207,21976120
2021-02-18,386.8034362792969,394.6371328411652,385.34207379541294,393.5038177018024,17691040
2021-02-19,385.4713439941406,391.6547926857967,382.7573762210428,386.16724250157233,13678415
2021-02-22,387.6285705566406,390.10392786586385,382.0614740079621,385.4713096464173,19266380
2021-02-23,372.388671875,390.69048687265087,371.00685615787353,390.69048687265087,27862010
2021-02-24,379.99371337890625,382.5386668201579,368.2332470706546,375.5997050019394,19107080
2021-02-25,376.8721618652344,390.7302435637741,375.29150940527364,383.13512673211545,28112580
2021-02-26,353.9775085449219,371.6032961254064,352.51614600677163,371.6032961254064,42000480
2021-03-01,366.9110107421875,368.7998692648969,358.1627379202883,360.07146798704485,16300220
2021-03-02,366.76190185546875,371.48398753133966,361.8807528109802,366.8314977676581,19185745
2021-03-03,377.6674499511719,379.50658419369364,368.06421486772535,368.8197583126663,14378090
2021-03-04,377.3096008300781,379.83465240313467,367.82565517228073,370.5893169895051,20112570
2021-03-05,382.2404479980469,383.39363478474144,371.40450898590603,372.8956940886292,27039930
2021-03-08,380.918212890625,387.2805955200776,376.43470739740314,381.74332182595737,23490050
2021-03-09,393.46405029296875,395.85989097020206,381.3059120026688,381.3059120026688,39591725
2021-03-10,390.481689453125,397.52006888717705,389.1396169650145,394.3189907300236,13807350
2021-03-12,384.75555419921875,393.6728417524437,380.15275829127813,393.4740049495973,13101325
2021-03-15,381.47491455078125,386.51509622465244,376.39492911512815,386.51509622465244,13217765
2021-03-16,378.40313720703125,386.0578690155535,377.7668836826852,382.75737211904345,13846120
2021-03-17,371.47406005859375,381.2860519958307,370.01269762082006,378.40310054626104,13474970
2021-03-18,363.92864990234375,376.3551913431206,362.87488161522475,373.9892033369149,10987875
2021-03-19,364.6742248535156,372.19974526936386,360.677860240091,361.5526935695733,24015080
2021-03-22,362.38775634765625,367.8156609363293,358.87850239922096,364.4455988087949,12170485
2021-03-23,360.3995361328125,366.6326786029363,357.65574598412786,366.6326786029363,21254280
2021-03-24,354.3950500488281,358.87855640354667,352.5857684724981,357.88443297860607,15230805
2021-03-25,350.5079650878906,357.64579314005783,346.9490171717428,356.4727046381212,20565065
2021-03-26,352.1283874511719,356.37331313987806,350.47813921763003,354.9019998099382,16553785
2021-03-30,354.15643310546875,358.272118216753,352.91377895422147,354.32544741886227,27877620
2021-03-31,348.53961181640625,353.709034428907,346.47181850081915,353.66929134308555,18991915
2021-04-01,358.7890625,360.5188274237094,348.07241398228217,351.919666499215,19013260
2021-04-05,349.7723693847656,357.8049033536153,344.84152587229363,355.120758069251,12241205
2021-04-06,351.5816650390625,354.1962142846241,343.70819481562455,353.1126234816104,14365225
2021-04-07,356.2938232421875,360.01186541688514,347.06835923251595,351.13432032930797,15790710
2021-04-08,354.5540771484375,362.5965311924647,353.6494212837453,357.08910982551635,14451450
2021-04-09,357.7353210449219,359.1668612059459,346.7701408656507,351.9196929330415,15696920
2021-04-12,346.4519958496094,351.52203112481214,342.63456573392097,349.3846719382943,16641680
2021-04-13,353.082763671875,355.1107532331925,342.66434121933526,347.108073305247,15593710
2021-04-15,352.5658264160156,359.773220425621,348.460092284702,357.88439220109575,17734430
2021-04-16,350.7466125488281,355.5283435023524,349.94137505109035,352.7149573929705,14561395
2021-04-19,338.15106201171875,341.978443096581,333.0313326667286,341.978443096581,19327115
2021-04-20,337.544677734375,344.6824766767377,334.890354828885,342.97258316453275,16585040
2021-04-22,345.1695251464844,345.905196981502,331.8781021477672,335.9639644812517,17952220
2021-04-23,344.80169677734375,349.2056553964429,342.02808447637034,344.74205181071926,9467250
2021-04-26,349.86181640625,354.50438570830414,344.6227973765113,345.9549189987341,16265310
2021-04-27,348.0027770996094,350.4483117621788,342.8830485087337,347.9431321325882,22666800
2021-04-28,360.16094970703125,362.65617863523784,348.7384520157547,350.4284738119865,20872995
2021-04-29,358.8785705566406,366.9210257409914,354.01729225461213,362.87493596074023,19800475
2021-04-30,347.70458984375,358.2820464278905,345.84558404812685,353.9079097902649,13108915
2021-05-03,343.0620422363281,349.73260179005536,335.0195875294009,344.9608215807184,27969345
2021-05-04,344.4935607910156,350.72670322904173,343.0321982634681,348.1420068081706,21275755
2021-05-05,352.0688171386719,353.5103082903429,342.3562418604504,346.1538007571812,12058215
2021-05-06,355.5482177734375,356.63180860785747,350.56768031188636,354.2459185837432,11901275
2021-05-07,353.9775085449219,360.4691328074287,352.6155644094273,357.08911948479687,8053650
2021-05-10,359.7434387207031,360.51885377817797,356.01547587933584,359.6738427998202,6662450
2021-05-11,349.0267639160156,356.7709933206481,348.5893472141983,353.2319166155714,14779880
2021-05-12,341.749755859375,348.73844144362147,341.0936308409017,348.73844144362147,15909150
2021-05-14,339.3241271972656,343.74798846809,338.22066478424097,343.74798846809,14689460
2021-05-17,346.7799987792969,348.9372595733453,339.9901503535159,341.38191683117594,21057205
2021-05-18,348.9571838378906,352.1085683547063,347.9630604410481,351.52203919115783,23292070
2021-05-19,344.0760192871094,348.012769610152,343.4596676621118,347.53557947874884,11860210
2021-05-20,339.6322937011719,345.35842319363894,339.01591178026115,344.3642999084885,12990190
2021-05-21,349.4641418457031,350.81616522992687,341.08369020164,341.08369020164,21465560
2021-05-24,349.3349609375,353.6892263365316,346.352590701258,350.6571620649811,18069535
2021-05-25,348.04254150390625,352.69503084038735,345.5572334816536,351.9991324588635,11008125
2021-05-26,346.0841064453125,350.2892280673377,345.3385140626009,349.941309225991,14225500
2021-05-27,353.3611755371094,354.59387884791437,343.11176568488105,345.9549440535413,26699940
2021-05-28,358.0335388183594,360.4691532998182,353.55998348867166,355.10089297184066,16235045
2021-05-31,359.41534423828125,360.2305022823723,354.9020159884284,357.68554907657295,11554045
2021-06-01,357.2879333496094,362.6561934835567,355.4985234177061,360.86678355165344,11449080
2021-06-02,354.5242919921875,356.4926673011324,351.9196934652915,356.4926673011324,15494245
2021-06-03,360.7077331542969,363.44157252202353,355.8961795076866,355.8961795076866,17220655
2021-06-04,360.11126708984375,362.04981994332724,357.28796014599527,361.86093406167544,7543530
2021-06-07,360.846923828125,362.8550421808945,359.27619186159956,362.8550421808945,5480695
2021-06-08,356.6019592285156,361.16498151931927,355.4686744462745,360.86675666563355,6655155
2021-06-09,354.4844665527344,360.27027133524865,352.91376511597116,355.87626341814587,10188570
2021-06-10,357.7948913574219,358.48083880552633,353.11257949107494,355.43882418272943,9272445
2021-06-11,356.76104736328125,359.87265835176674,355.49852161071874,359.6738215433492,8109640
2021-06-14,351.5319519042969,355.8762965351015,349.8320094285615,355.8762965351015,12715010
2021-06-15,352.0986022949219,354.7330231157963,351.12438082431765,353.07285410376323,8679120
2021-06-16,350.0506896972656,354.096778788121,348.53963321099303,352.0886606544677,14227715
2021-06-17,351.1343078613281,352.2775436719101,345.15964702336515,347.3964246112055,12891210
