Date,Close,High,Low,Open,Volume
2021-01-01,2521.074462890625,2531.1906158621828,2478.672715328988,2479.533664518057,2681440
2021-01-04,2616.811767578125,2626.5405346980588,2532.008279036698,2539.7999106315733,5113293
2021-01-05,2662.915283203125,2681.2104496331494,2616.940690227785,2616.940690227785,5801309
2021-01-06,2627.18603515625,2680.564876440762,2614.8744216601654,2668.942064225586,3726716
2021-01-07,2611.086181640625,2652.4548233256423,2583.062249518992,2647.418187574669,3717827
2021-01-08,2686.935546875,2693.0483686173875,2634.5038388648354,2660.332307873314,5879039
2021-01-11,2734.76171875,2780.865584960239,2709.019424811484,2780.865584960239,9508039
2021-01-12,2733.385009765625,2763.64729403286,2711.9903352658907,2734.7624025504556,3611458
2021-01-13,2719.69482421875,2735.2349958370237,2691.5418337222204,2733.513097822647,3572801
2021-01-14,2804.012939453125,2817.641863076815,2691.617754288858,2721.463363847344,6931542
2021-01-15,2789.04638671875,2824.110471902253,2768.904891510761,2790.4695713511874,4131692
2021-01-18,2779.041015625,2809.231575273289,2749.411053561698,2803.4091101982617,4160906
2021-01-19,2812.638916015625,2828.4243088054377,2787.882697791758,2788.745285260134,2975735
2021-01-20,2854.129150390625,2870.6476143956615,2818.1592989480555,2820.6607181001477,3453446
2021-01-21,2823.982177734375,2854.431348081658,2813.8467745856074,2850.851694185324,2778546
2021-01-22,2849.212890625,2868.103472870908,2796.4223664998394,2796.4223664998394,3052459
2021-01-25,2839.0341796875,2880.8696719465147,2828.1223218457994,2854.2587642828466,2272887
2021-01-27,2812.940185546875,2852.1015623459,2783.569047651311,2846.5379167181054,2786662
2021-01-28,2757.30419921875,2824.9741485361455,2746.3062082588003,2786.1577098539697,3083938
2021-01-29,2683.8115234375,2774.814498620506,2674.0210717281498,2768.948861893027,5445659
2021-02-01,2707.964111328125,2730.089396130799,2625.8026531981222,2674.0212094804033,3985846
2021-02-02,2763.255615234375,2780.981828748928,2717.150359974914,2737.852457955675,2881837
2021-02-03,2760.3232421875,2791.333221488159,2728.062342505683,2771.493708480054,2505866
2021-02-04,2750.31689453125,2792.9288406332607,2739.5777229687446,2774.1243922298722,2057261
2021-02-05,2724.0078125,2765.3258749331653,2699.035949619647,2759.3738955726767,2366135
2021-02-08,2772.442626953125,2782.7073341843807,2721.5929242725,2751.2228897647497,2526592
2021-02-09,2740.353515625,2799.78590709136,2729.2262236656798,2755.9664300290287,2658751
2021-02-10,2771.752197265625,2777.013854169125,2723.4473017724445,2747.3409311746523,2127983
2021-02-11,2765.455322265625,2776.927777293114,2747.3841575839447,2773.2186091965013,1165882
2021-02-12,2752.344482421875,2799.527980758585,2744.7536696268116,2746.65132017741,2777404
2021-02-15,2708.39501953125,2768.0428515244666,2701.2355022903666,2768.0428515244666,2630853
2021-02-16,2681.61181640625,2732.3749597743044,2674.021004983255,2717.150376031372,3435770
2021-02-17,2650.8173828125,2702.356979177696,2627.053058185839,2678.4201791921864,3678426
2021-02-18,2637.23193359375,2672.2096876641276,2614.5026691089115,2643.830643622175,4189909
2021-02-19,2649.739501953125,2662.9369222580963,2601.6932096230908,2637.792580814729,3725028
2021-02-22,2551.921630859375,2670.570568892352,2538.724001627138,2670.570568892352,5366696
2021-02-23,2570.6826171875,2611.9143320510802,2560.1590942957746,2561.8842688876184,3832829
2021-02-24,2542.994140625,2590.6520971446007,2519.7472404187038,2563.6098964027583,3774549
2021-02-25,2583.7080078125,2613.553404647597,2560.547452544542,2565.3348545968297,4224073
2021-02-26,2496.5869140625,2563.9119070690585,2484.25187133284,2553.2588677587523,5553153
2021-03-01,2522.378173828125,2557.5717838320993,2503.0562992261116,2523.9308733533635,3265871
2021-03-02,2593.23974609375,2609.3269170643844,2542.9076864482,2553.2587353753975,3306469
2021-03-03,2638.7412109375,2642.9678049786457,2585.0881059524086,2617.9527702709497,3509857
2021-03-04,2630.63330078125,2658.020456448059,2601.6073129494007,2607.602254512263,3916760
2021-03-05,2594.7060546875,2642.2776652670846,2584.829471136932,2601.649925333204,3203686
2021-03-08,2593.757080078125,2616.227523444832,2584.311790385993,2601.563537985365,2003125
2021-03-09,2631.7109375,2645.469164158386,2580.9477962993865,2593.7570925981777,1942397
2021-03-10,2648.963134765625,2668.1557073199397,2639.5178434248423,2652.456656382807,3053778
2021-03-12,2637.7490234375,2688.6848500917695,2623.4301993562667,2652.4561803119,2938317
2021-03-15,2644.822021484375,2673.1580991245287,2623.1280346685035,2623.1280346685035,3097083
2021-03-16,2682.690185546875,2709.387225449249,2639.5176408388097,2639.5176408388097,4894756
2021-03-17,2685.19189453125,2721.4637434363112,2661.341432807614,2678.3343655688577,3838390
2021-03-18,2619.24658203125,2714.0880224400876,2576.5916781654355,2696.404981132121,3656306
2021-03-19,2631.064208984375,2673.158518840698,2592.075298198224,2613.6399845393075,5776626
2021-03-22,2699.5966796875,2708.0500786626917,2603.849474474257,2629.770268995108,2821646
2021-03-23,2710.767822265625,2733.5400502171756,2693.731717503306,2708.5250103130106,3305973
2021-03-24,2692.222412109375,2719.1351048053625,2683.639496474822,2683.6826679760757,2207104
2021-03-25,2643.701171875,2700.631942315349,2630.8916642888676,2684.5445603732155,3179786
2021-03-26,2645.3837890625,2689.5482336543882,2624.897332824754,2665.9563777077424,3697370
2021-03-30,2724.525390625,2750.3166688550155,2640.293607249068,2659.3568724400325,4694008
